Waktu Update,Ticker,Broksum,Kategori,Valuasi,PER (x),PBV (x),Open,High,Low,Harga (Rp),Harga MA20,Support,Resistance,Change (%),Volume,Vol Breakout,RSI (14D),Momentum,MA Signal,MA Cross,MACD,"Trend MA (5,20,50)",Status Bandar,OBV Trend,Status Gap,Tekanan Bandar,Status BB,Risiko,Pola Candle,Posisi Entry,Likuiditas,Posisi VWAP,Kekuatan A/D,Kelas Transaksi,RVOL (Anomali Vol),Fase Siklus Bandar,Karakter Gorengan,Sinyal Cuci Barang,Streak Harian,Auto Trading Plan,Status Open,Risk/Reward Ratio,Status Stochastic,Status Sentimen,Kondisi Supply,Status Fibonacci,Total Score,Rekomendasi,Signal Quant,Score Quant,Alasan Sinyal,Status Akuisisi,Terakhir Update,Prediksi Machine Learning
13:41,TARA,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Fair Value (Wajar),0.0,0.33863866,36.0,36.0,35.0,35.0,30,28,36,6.0606060606060606,2705200,Tembus MA20,71,Positif,Uptrend,Bullish,Strong Bullish,Awal Reversal (5>20),Distribusi Kuat,Akumulasi (Naik),Gap Up (+9.1%),Dominan Jual (Guyur),Breakout Upper,Tinggi,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Di Atas VWAP (Kuat),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Anomali Tinggi (150-300%),Accumulation (Kumpul Barang),Normal,Normal,Naik 4 Hari Beruntun,TP: 36 | CL: 33,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Overbought (Jenuh Beli - Rawan),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 23.6%,8,BELI,STRONG SELL,-3.0,MA20 di bawah MA50 (Downtrend) | RSI Overbought Pucuk (71.0) | Harga di atas VWAP Intraday | Volume Lonjak 2.3x MA20,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TAXI,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Overvalued (Mahal),0.0,3.7593985,14.0,14.0,14.0,14.0,13,13,16,0.0,17331300,Normal,52,Negatif,Uptrend,Bearish,Strong Bullish,Konsolidasi / Transisi,Normal,Akumulasi (Naik),Normal,Tidak Ada Transaksi,Normal,Tinggi,Doji (Ragu-ragu),Area Tengah,< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Normal,Sideways / Stagnan,TP: 14 | CL: 13,Normal,Ideal (1:2),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 50.0%,4,WAIT & SEE,SELL,-1.5,MA20 di bawah MA50 (Downtrend),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TBIG,Transaksi Sepi (Skip Broksum),Big Cap (Lapis 1),Fair Value (Wajar),23.34267,2.620316,1525.0,1525.0,1495.0,1500.0,1461,1345,1580,-1.9607843137254901,125200,Normal,56,Negatif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Distribusi (Turun),Normal,Dominan Jual (Guyur),Normal,Sedang,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Turun 1 Hari Beruntun,TP: 1595 | CL: 1436,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 38.2%,4,WAIT & SEE,HOLD / NEUTRAL,0.0,MA20 di atas MA50 (Uptrend) | RSI Mendekati Jenuh Beli (56.0) | Harga di bawah VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TBLA,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Undervalued (Murah),4.320316,0.39431515,635.0,635.0,625.0,635.0,628,615,650,0.7936507936507936,1239800,Normal,55,Positif,Uptrend,Bullish,Strong Bullish,Awal Reversal (5>20),Normal,Akumulasi (Naik),Normal,Dominan Beli (Hajar Kanan),Squeeze,Rendah,Doji (Ragu-ragu),Area Tengah,< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Accumulation (Kumpul Barang),Solid (Jarang Dibanting),Jarum Bawah (Sinyal Pantulan Kuat),Naik 1 Hari Beruntun,TP: 652 | CL: 623,Normal,Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Golden Rebound Fibo 23.6% 🎯,7,BELI,HOLD / NEUTRAL,-0.5,MA20 di bawah MA50 (Downtrend) | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TBMS,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Overvalued (Mahal),66052.63,11952.381,1240.0,1255.0,1235.0,1255.0,1217,1145,1300,2.4489795918367347,51400,Tembus MA20,59,Positif,Uptrend,Golden Cross,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Beli (Hajar Kanan),Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Di Atas VWAP (Kuat),Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Anomali Tinggi (150-300%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Naik 1 Hari Beruntun,TP: 1312 | CL: 1216,Normal,Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 50.0%,8,BELI,STRONG BUY,3.6,MA20 di atas MA50 (Uptrend) | RSI Mendekati Jenuh Beli (59.0) | Harga di atas VWAP Intraday | Volatilitas Bollinger Squeeze (Siap Meledak) | Volume Lonjak 1.8x MA20,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TCID,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Fair Value (Wajar),0.0,0.5734367,2590.0,2590.0,2550.0,2580.0,2652,2430,2720,-1.5267175572519083,14400,Tembus MA20,41,Negatif,Downtrend,Bearish,Strong Bearish,Strong Downtrend (5<20<50),Normal,Distribusi (Turun),Normal,Dominan Beli (Hajar Kanan),Squeeze,Rendah,Hammer (Potensi Reversal),Area Tengah,< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Down (Fase Runtuh),Normal,Jarum Bawah (Sinyal Pantulan Kuat),Turun 1 Hari Beruntun,TP: 2708 | CL: 2494,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Golden Rebound Fibo 78.6% 🎯,2,WAIT & SEE,HOLD / NEUTRAL,0.0,MA20 di bawah MA50 (Downtrend) | RSI Rebound Area Murah (41.0) | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TFCO,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Overvalued (Mahal),0.0,12307.692,850.0,850.0,800.0,800.0,863,790,960,-5.88235294117647,1400,Normal,45,Negatif,Downtrend,Death Cross,Bearish MACD,Konsolidasi / Transisi,Normal,Distribusi (Turun),Normal,Dominan Jual (Guyur),Normal,Tinggi,Normal,Dekat Support (Low Risk),< 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Distribution (Fase Jualan),Normal,Normal,Turun 1 Hari Beruntun,TP: 870 | CL: 752,Open = High (Tekanan Jual),Sangat Menarik (> 1:3),Oversold (Jenuh Jual - Peluang),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 50.0%,0,WAIT & SEE,HOLD / NEUTRAL,0.5,MA20 di atas MA50 (Uptrend) | Harga di bawah VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TGKA,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Fair Value (Wajar),10.757353,1.868081,5075.0,5075.0,4960.0,4960.0,5011,4770,5250,-0.6012024048096193,1700,Normal,49,Negatif,Downtrend,Bearish,Bearish MACD,Konsolidasi / Transisi,Normal,Distribusi (Turun),Normal,Dominan Jual (Guyur),Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Anomali Tinggi (150-300%),Distribution (Fase Jualan),Normal,Normal,Turun 1 Hari Beruntun,TP: 5076 | CL: 4882,Open = High (Tekanan Jual),Ideal (1:2),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 50.0%,0,WAIT & SEE,BUY,2.5,MA20 di atas MA50 (Uptrend) | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TIFA,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Fair Value (Wajar),16.522182,0.9412476,330.0,332.0,318.0,324.0,331,300,414,-1.2195121951219512,81800,Normal,51,Negatif,Downtrend,Bearish,Bearish MACD,Konsolidasi / Transisi,Normal,Distribusi (Turun),Normal,Seimbang / Adu Mekanik,Normal,Tinggi,Normal,Area Tengah,< 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Normal (50-150%),Distribution (Fase Jualan),Normal,Normal,Turun 2 Hari Beruntun,TP: 360 | CL: 299,Normal,Sangat Menarik (> 1:3),Golden Cross (Awal Bullish),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 50.0%,1,WAIT & SEE,HOLD / NEUTRAL,0.5,MA20 di atas MA50 (Uptrend) | Harga di bawah VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TINS,Token Mati (Perlu Update),Big Cap (Lapis 1),Overvalued (Mahal),9.459621,3.3400135,4600.0,4910.0,4600.0,4740.0,4142,3690,4910,3.0434782608695654,56181300,Tembus MA20,75,Positif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Breakout Upper,Tinggi,Normal,Rawan Pucuk (High Risk),> 1 Miliar,Di Atas VWAP (Kuat),Akumulasi Pro (Smart Money),Sultan (> 50M/hari),Normal (50-150%),Mark-Up (Fase Pesta),Normal,Normal,Naik 2 Hari Beruntun,TP: 4993 | CL: 4570,Open = Low (Bullish Kuat),Tidak Ideal (< 1:1),Overbought (Jenuh Beli - Rawan),Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),7,BELI,HOLD / NEUTRAL,0.5,MA20 di atas MA50 (Uptrend) | RSI Overbought Pucuk (75.0) | Harga di atas VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TIRA,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Overvalued (Mahal),108.67238,1.3136438,418.0,420.0,406.0,406.0,413,394,438,-2.8708133971291865,267400,Normal,29,Negatif,Downtrend,Bearish,Bullish MACD,Konsolidasi / Transisi,Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Di Bawah VWAP (Lemah),Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Down (Fase Runtuh),Normal,Normal,Turun 1 Hari Beruntun,TP: 427 | CL: 391,Normal,Ideal (1:2),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo Bottom / 100%,2,WAIT & SEE,HOLD / NEUTRAL,0.5,MA20 di bawah MA50 (Downtrend) | RSI Oversold Kuat (29.0) | Harga di bawah VWAP Intraday | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TKIM,Token Mati (Perlu Update),Big Cap (Lapis 1),Overvalued (Mahal),3.2326767,8517.933,8225.0,8325.0,8025.0,8100.0,8028,7400,8500,-1.5197568389057752,1188600,Normal,61,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Distribusi (Turun),Normal,Dominan Jual (Guyur),Normal,Sedang,Normal,Area Tengah,> 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Ritel Aktif (5M - 50M),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Normal,Turun 2 Hari Beruntun,TP: 8504 | CL: 7830,Normal,Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 23.6%,3,WAIT & SEE,HOLD / NEUTRAL,0.0,MA20 di atas MA50 (Uptrend) | RSI Mendekati Jenuh Beli (61.0) | Harga di bawah VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TLKM,Token Mati (Perlu Update),Big Cap (Lapis 1),Fair Value (Wajar),14.813152,1.9407057,2680.0,2680.0,2630.0,2640.0,2611,2550,2680,-0.7518796992481203,35849000,Normal,54,Negatif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Squeeze,Rendah,Normal,Area Tengah,> 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Sultan (> 50M/hari),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Normal,Turun 1 Hari Beruntun,TP: 2702 | CL: 2598,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 38.2%,5,WAIT & SEE,BUY,2.5,MA20 di atas MA50 (Uptrend) | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TMAS,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Fair Value (Wajar),12.510426,2.6332421,153.0,153.0,150.0,150.0,139,127,154,0.6711409395973155,5466800,Normal,76,Positif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Gap Up (+2.7%),Dominan Jual (Guyur),Normal,Tinggi,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Di Atas VWAP (Kuat),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Naik 2 Hari Beruntun,TP: 158 | CL: 144,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 23.6%,7,BELI,HOLD / NEUTRAL,0.5,MA20 di atas MA50 (Uptrend) | RSI Overbought Pucuk (76.0) | Harga di atas VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TMPO,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Overvalued (Mahal),37.333332,0.7641331,168.0,170.0,167.0,167.0,185,161,252,-0.5952380952380952,2840300,Normal,49,Negatif,Downtrend,Bearish,Bearish MACD,Konsolidasi / Transisi,Normal,Distribusi (Turun),Normal,Dominan Jual (Guyur),Normal,Tinggi,Normal,Area Tengah,< 1 Miliar,Di Bawah VWAP (Lemah),Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Distribution (Fase Jualan),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Turun 2 Hari Beruntun,TP: 191 | CL: 150,Normal,Sangat Menarik (> 1:3),Oversold (Jenuh Jual - Peluang),Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),0,WAIT & SEE,HOLD / NEUTRAL,0.5,MA20 di atas MA50 (Uptrend) | Harga di bawah VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TOBA,Token Mati (Perlu Update),Mid Cap (Lapis 2),Overvalued (Mahal),0.0,26136.363,585.0,585.0,565.0,580.0,565,498,635,0.0,6597200,Normal,58,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Distribusi (Turun),Normal,Dominan Beli (Hajar Kanan),Normal,Tinggi,Hammer (Potensi Reversal),Rawan Pucuk (High Risk),> 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Ritel Aktif (5M - 50M),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Jarum Bawah (Sinyal Pantulan Kuat),Sideways / Stagnan,TP: 634 | CL: 543,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 23.6%,4,WAIT & SEE,HOLD / NEUTRAL,1.0,MA20 di atas MA50 (Uptrend) | RSI Mendekati Jenuh Beli (58.0),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TOTL,Token Mati (Perlu Update),Mid Cap (Lapis 2),Overvalued (Mahal),10.204082,4.2386775,1535.0,1555.0,1510.0,1525.0,1481,1340,1570,0.0,2410600,Normal,63,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Normal,Sedang,Normal,Rawan Pucuk (High Risk),> 1 Miliar,Di Atas VWAP (Kuat),Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Up (Fase Pesta),Solid (Jarang Dibanting),Normal,Sideways / Stagnan,TP: 1623 | CL: 1459,Normal,Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),4,WAIT & SEE,BUY,2.0,MA20 di atas MA50 (Uptrend) | RSI Mendekati Jenuh Beli (63.0) | Harga di atas VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TOTO,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Undervalued (Murah),9.257843,0.9901436,242.0,242.0,240.0,240.0,236,230,244,-0.8264462809917356,100700,Normal,59,Negatif,Uptrend,Bullish,Strong Bullish,Awal Reversal (5>20),Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Accumulation (Kumpul Barang),Normal,Normal,Turun 1 Hari Beruntun,TP: 244 | CL: 237,Open = High (Tekanan Jual),Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 23.6%,5,WAIT & SEE,HOLD / NEUTRAL,-1.0,MA20 di bawah MA50 (Downtrend) | RSI Mendekati Jenuh Beli (59.0) | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TOWR,Token Mati (Perlu Update),Big Cap (Lapis 1),Undervalued (Murah),6.970588,0.9596152,484.0,486.0,474.0,474.0,442,384,498,-2.066115702479339,37060800,Normal,68,Negatif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Dominan Jual (Guyur),Normal,Tinggi,Normal,Rawan Pucuk (High Risk),> 1 Miliar,Di Atas VWAP (Kuat),Distribusi Pro (Guyuran),Ritel Aktif (5M - 50M),Normal (50-150%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Normal,Turun 1 Hari Beruntun,TP: 499 | CL: 456,Normal,Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 23.6%,5,WAIT & SEE,BUY,2.0,MA20 di atas MA50 (Uptrend) | RSI Mendekati Jenuh Beli (68.0) | Harga di atas VWAP Intraday,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TPIA,Token Mati (Perlu Update),Big Cap (Lapis 1),Overvalued (Mahal),139.06581,42717.39,1940.0,1990.0,1940.0,1975.0,1986,1830,2170,2.0671834625323,116641800,Normal,48,Positif,Downtrend,Bearish,Strong Bearish,Strong Downtrend (5<20<50),Normal,Distribusi (Turun),Normal,Seimbang / Adu Mekanik,Normal,Sedang,Normal,Area Tengah,> 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Sultan (> 50M/hari),Normal (50-150%),Mark-Down (Fase Runtuh),Normal,Normal,Naik 1 Hari Beruntun,TP: 2084 | CL: 1901,Open = Low (Bullish Kuat),Menengah (1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Mendekati Fibo 61.8% (Golden Ratio),1,WAIT & SEE,SELL,-1.5,MA20 di bawah MA50 (Downtrend),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TPMA,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Overvalued (Mahal),8.408819,12947.369,490.0,494.0,490.0,492.0,470,452,498,0.40816326530612246,530800,Normal,72,Positif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Normal,Distribusi (Turun),Normal,Seimbang / Adu Mekanik,Normal,Sedang,Normal,Area Tengah,< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Normal,Normal,Naik 1 Hari Beruntun,TP: 504 | CL: 483,Open = Low (Bullish Kuat),Tidak Ideal (< 1:1),Overbought (Jenuh Beli - Rawan),Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),5,WAIT & SEE,HOLD / NEUTRAL,-0.5,MA20 di atas MA50 (Uptrend) | RSI Overbought Pucuk (72.0),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TRIM,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Fair Value (Wajar),7.246377,2.2183864,720.0,735.0,705.0,730.0,644,570,750,2.097902097902098,1206900,Tembus MA20,74,Positif,Uptrend,Bullish,Strong Bullish,Perfect Uptrend (5>20>50),Akumulasi Kuat,Akumulasi (Naik),Normal,Dominan Beli (Hajar Kanan),Normal,Tinggi,Normal,Rawan Pucuk (High Risk),< 1 Miliar,Di Atas VWAP (Kuat),Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Anomali Tinggi (150-300%),Mark-Up (Fase Pesta),Normal,Normal,Naik 1 Hari Beruntun,TP: 794 | CL: 686,Normal,Tidak Ideal (< 1:1),Overbought (Jenuh Beli - Rawan),Netral / Sepi Berita,Normal / Sedang Transisi,Mengambang (Jauh dari Fibo),9,BELI,HOLD / NEUTRAL,0.6,MA20 di atas MA50 (Uptrend) | RSI Overbought Pucuk (74.0) | Harga di atas VWAP Intraday | Volume Lonjak 2.6x MA20,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TRIS,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Overvalued (Mahal),47.049225,0.99484175,175.0,176.0,170.0,173.0,172,163,177,0.1563069510215252,634000,Normal,55,Positif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Distribusi (Turun),Normal,Seimbang / Adu Mekanik,Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Persis di VWAP,Distribusi Pro (Guyuran),Gorengan Sepi (< 5M),Normal (50-150%),Mark-Up (Fase Pesta),Normal,Normal,Naik 1 Hari Beruntun,TP: 180 | CL: 168,Normal,Tidak Ideal (< 1:1),Death Cross (Awal Bearish),Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 61.8% (Golden Ratio),4,WAIT & SEE,BUY,2.5,MA20 di atas MA50 (Uptrend) | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TRST,Transaksi Sepi (Skip Broksum),Mid Cap (Lapis 2),Undervalued (Murah),11.47256,0.49874502,480.0,480.0,460.0,462.0,462,448,496,-3.75,179600,Tembus MA20,48,Negatif,Downtrend,Bullish,Strong Bullish,Awal Reversal (5>20),Normal,Distribusi (Turun),Normal,Dominan Jual (Guyur),Squeeze,Rendah,Normal,Area Tengah,< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Anomali Tinggi (150-300%),Mark-Down (Fase Runtuh),Solid (Jarang Dibanting),Normal,Turun 1 Hari Beruntun,TP: 481 | CL: 448,Open = High (Tekanan Jual),Ideal (1:2),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Dekat Support Fibo 61.8% (Golden Ratio),3,WAIT & SEE,HOLD / NEUTRAL,-0.6,MA20 di bawah MA50 (Downtrend) | Volatilitas Bollinger Squeeze (Siap Meledak) | Volume Lonjak 1.7x MA20,TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TRUS,Transaksi Sepi (Skip Broksum),Small Cap (Lapis 3),Fair Value (Wajar),16.719301,0.86222583,450.0,464.0,434.0,450.0,439,390,525,0.0,28900,Normal,57,Negatif,Uptrend,Bullish,Bearish MACD,Perfect Uptrend (5>20>50),Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Normal,Tinggi,Doji (Ragu-ragu),Rawan Pucuk (High Risk),< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Sepi (< 50%),Mark-Up (Fase Pesta),Spesialis Tiang Jemuran (Banting Pucuk),Jarum Bawah (Sinyal Pantulan Kuat),Sideways / Stagnan,TP: 489 | CL: 423,Normal,Menengah (1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Golden Rebound Fibo 50.0% 🎯,4,WAIT & SEE,SELL,-2.0,MA20 di bawah MA50 (Downtrend) | RSI Mendekati Jenuh Beli (57.0),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
13:41,TSPC,Transaksi Sepi (Skip Broksum),Big Cap (Lapis 1),Undervalued (Murah),8.382102,1.2736145,2750.0,2760.0,2730.0,2750.0,2750,2680,2810,0.0,212600,Normal,53,Negatif,Downtrend,Bearish,Bearish MACD,Konsolidasi / Transisi,Normal,Akumulasi (Naik),Normal,Seimbang / Adu Mekanik,Squeeze,Rendah,Doji (Ragu-ragu),Dekat Support (Low Risk),< 1 Miliar,Persis di VWAP,Akumulasi Pro (Smart Money),Gorengan Sepi (< 5M),Sepi (< 50%),Distribution (Fase Jualan),Normal,Jarum Bawah (Sinyal Pantulan Kuat),Sideways / Stagnan,TP: 2810 | CL: 2710,Normal,Tidak Ideal (< 1:1),Netral / Sideways,Netral / Sepi Berita,Normal / Sedang Transisi,Golden Rebound Fibo 38.2% 🎯,2,WAIT & SEE,BUY,2.5,MA20 di atas MA50 (Uptrend) | Volatilitas Bollinger Squeeze (Siap Meledak),TIDAK ADA,2026-09-10 13:41:26,Biasa / Mengikuti Pasar
